0.296703	72	0.39961	2	12	2	gamma
0.29577	96	0.77598	2	9	3	alpha
0.293818	96	0.397155	3	11	5	gamma
0.292673	24	0.781185	4	8	4	alpha
0.289671	108	0.786424	0	7	7	alpha
0.28919	24	0.393096	0	4	12	gamma
0.28676	30	0.7917	0	0	10	alpha
0.286517	24	0.390681	1	9	9	gamma
0.285642	96	0.38988	0	8	10	gamma
0.283935	48	0.79701	1	10	1	alpha
0.282221	48	0.386689	2	10	8	gamma
0.281191	72	0.802356	0	2	10	alpha
0.279734	120	0.384313	1	13	1	gamma
0.27892	24	0.383525	6	10	6	gamma
0.278526	72	0.807738	0	5	9	alpha
0.275935	32	0.813156	2	10	2	alpha
0.275732	24	0.380386	4	12	4	gamma
0.273415	144	0.818611	1	10	3	alpha
0.273412	120	0.378049	1	13	3	gamma
0.272651	72	0.377273	0	6	12	gamma
0.269671	48	0.374186	2	12	6	gamma
0.268575	96	0.829629	1	8	7	alpha
0.267499	48	0.371887	3	13	3	gamma
0.26625	72	0.835194	0	4	10	alpha
0.263993	8	0.368086	8	8	8	gamma
0.263984	72	0.840796	1	9	6	alpha
0.261955	96	0.365825	1	13	5	gamma
0.261775	48	0.846436	2	10	4	alpha
0.261286	54	0.365074	0	0	14	gamma
0.25962	120	0.852114	0	1	11	alpha
0.25866	84	0.362087	0	2	14	gamma
0.256741	96	0.359862	1	11	9	gamma
0.256111	48	0.359124	2	14	2	gamma
0.255466	144	0.863584	1	11	2	alpha
0.253637	24	0.356185	0	8	12	gamma
0.253462	12	0.869376	0	8	8	alpha
0.251827	72	0.353996	3	11	9	gamma
0.251505	48	0.875208	0	3	11	alpha
0.251232	72	0.35327	0	4	14	gamma
0.249593	48	0.881078	2	8	8	alpha
0.248895	96	0.350379	2	14	4	gamma
0.247723	168	0.886988	2	11	3	alpha
0.247185	96	0.348226	1	13	7	gamma
0.245895	48	0.892938	0	6	10	alpha
0.24441	48	0.344668	4	12	8	gamma
0.244106	96	0.898928	1	11	4	alpha
0.24279	120	0.34255	1	15	1	gamma
0.242356	48	0.904957	2	10	6	alpha
0.242257	48	0.341847	4	14	4	gamma
0.240644	48	0.911028	5	9	6	alpha
0.240159	24	0.33905	0	6	14	gamma
0.238967	30	0.917138	0	0	12	alpha
0.238622	48	0.336966	1	15	3	gamma
0.238116	72	0.336275	2	14	6	gamma
0.237324	192	0.92329	0	5	11	alpha
0.235715	24	0.929483	0	2	12	alpha
0.234661	104	0.331474	1	11	11	gamma
0.234179	72	0.330794	0	10	12	gamma
0.234139	120	0.935718	1	10	7	alpha
0.232593	72	0.941995	2	12	2	alpha
0.232283	96	0.328087	2	12	10	gamma
0.231078	96	0.948313	1	12	3	alpha
0.230891	168	0.326071	1	15	5	gamma
0.228625	6	0.322739	0	0	16	gamma
0.228134	96	0.961078	1	11	6	alpha
0.227297	96	0.320756	3	15	5	gamma
0.22686	96	0.320098	0	2	16	gamma
0.226704	24	0.967525	0	4	12	alpha
0.2253	108	0.974014	0	9	9	alpha
0.225134	96	0.317478	2	16	2	gamma
0.223922	96	0.980548	0	8	10	alpha
0.223866	48	0.315528	5	11	11	gamma
0.223448	24	0.31488	6	14	6	gamma
0.222569	120	0.987125	2	9	9	alpha
0.221799	48	0.312303	0	4	16	gamma
0.22124	48	0.993746	2	10	8	alpha
0.220586	120	0.310385	1	15	7	gamma
0.220186	96	0.309748	2	16	4	gamma
0.219935	144	1.00041	0	1	13	alpha
0.218652	24	1.00712	6	10	6	alpha
0.218607	48	0.307213	6	12	10	gamma
0.217446	72	0.305325	3	15	7	gamma
0.217392	144	1.01388	1	13	2	alpha
0.216153	24	1.02068	4	12	4	alpha
0.21555	36	0.302205	0	12	12	gamma
0.214936	96	1.02753	0	3	13	alpha
0.214436	96	0.300348	1	17	1	gamma
0.214068	48	0.299732	0	6	16	gamma
0.213738	72	1.03442	0	6	12	alpha
0.212617	120	0.297279	0	10	14	gamma
0.212561	144	1.04136	1	10	9	alpha
0.211548	192	0.295453	1	17	3	gamma
0.211402	48	1.04834	2	12	6	alpha
0.211195	56	0.294846	2	14	10	gamma
0.210263	144	1.05537	1	13	4	alpha
0.209801	24	0.292434	4	12	12	gamma
0.208773	72	0.290637	1	15	9	gamma
0.208434	96	0.29004	4	16	6	gamma
0.208038	48	1.06958	3	10	9	alpha
0.207093	48	0.287667	4	14	10	gamma
0.206951	8	1.07675	8	8	8	alpha
0.206105	144	0.2859	1	17	5	gamma
0.205882	240	1.08398	0	5	13	alpha
0.204829	54	1.09125	0	0	14	alpha
0.204488	24	0.282978	0	8	16	gamma
0.203791	120	1.09857	1	14	1	alpha
0.203537	96	0.281239	3	17	5	gamma
0.203222	102	0.280662	0	0	18	gamma
0.20277	84	1.10594	0	2	14	alpha
0.201979	48	0.278365	0	2	18	gamma
0.201764	72	1.11335	0	9	11	alpha
0.201062	72	0.276655	5	15	9	gamma
0.200772	48	1.12082	2	14	2	alpha
0.200759	72	0.276087	2	18	2	gamma
